chinese_name,english_name,chinese_description,english_description,quality
姜葱鲜鱿,squid with ginger and spring onions,[],[],medium
云吞汤面,won ton noodle soup,[],[],medium
新鲜时蔬,coprinus crab comatus enoki mushroom,[],['Mix Vegetables Platter'],high
豉椒牛炒河,beef in black bean sauce and green pepper rice sticks,[],[],high
清蒸甲鱼,steamed turtle ,[],[],high
酱皇煎封龙利,pan fried whole dover sole in xo sauce,[],[],high
干锅仔鸡,dry wok chicken,[],['Stir fried tender pieces of soft marinated chicken with fresh garlic mixed peppers chilli and celery in spicy Sichuan sauce'],high
金钱带子,scallops in crispy crumbs,[],[],medium
四川樟茶鸭配荷叶饼,"smoked duck, sichuan style served with lotus-leaf-shaped ",[],[],high
星洲炒米粉,stir fried singapore vermicelli,[],[],medium
东北三鲜锅贴水饺,leek prawn and minced pork,[],"['Dumpling', 'Guotie', 'Traditional poched pr', 'dpling ith vegetables frsh', 'TASTING VERY']",high
素粟米羹,vegetarian sweet corn soup,[],[],medium
拌茄泥,mashed eggplant,[],[],high
叉烧炒饭,roast pork fried rice,[],[],medium
白云凤爪,chinese style chiken feet,[],[],medium
菜心炒肉片,sauteed pork slices with vegetable heart,[],[],high
紫菜蛋花汤大小,sealaver and e p,[],[],high
砂锅三菇,stewed three kinds of mushrooms in casserole ,[],[],high
鲍鱼丝金菇焖伊面,soft-fried noodles with mushrooms and shredded abalone,[],[],high
白汁大虾鸡蛋炒饭,king prawn in creamy white sauce on egg fried rice,[],[],medium
鸡丝炒饭,shredded chicken fried rice,[],[],medium
串鸡,chicken satay on skewer n,[],[],medium
滑蛋牛肉粥辔椒凤爪,beef and egg congee,[],['Chicken Feet with Pickled'],high
姜葱牛肉饺,beef dumplings with ginger and spring onion,[],[],medium
蒸杂锦素菜饺,steamed vegetarian dumpling platter pcs,[],[],medium
酱鸡腿拉面,hand-pulled noodles with marinated chicken leg,[],[],high
蜜汁叉烧酥,barbecued roast pork puffs,[],[],high
烧鸭饭,duck and rice,[],['Cantonese roast duck rice and cucumber'],high
木瓜炖百合,stewed papaya with lily bulbs,[],[],high
日式芥辣虾球,crispy king prawn marinated in wasabi,[],[],high
豆沙小笼包,red bean xiao long bao,[],"['8pcs 358kcal', '8pcs 480kcal', '4pcs 240kcal']",high
干烧鲈鱼,dry braised sea bass,[],[],medium
椒盐鸡翅,salt and chilli chicken wing,[],[],medium
香菇鸡丝粥,congee with black mushrooms and shredded chicken,[],[],high
蜜辣鸡丝,crispy shredded chicken with honey chilli sauce,[],[],medium
四川肉,spicy pork szechuan style,[],[],medium
香油蟮糊,braised shredded eel with sesame oil,[],[],high
桂花炒肉蟹,sauteed hard-shell crab with osmanthus,[],[],high
虾肉红油抄手,prawn and pork wontons,[],['in Spicy Sauce'],high
咖喱鸡面,curried chicken on soft noodles with delicious,[],['CURRY SAUCE'],high
重庆辣子鸡,chongqing style chicken with chilli,[],[],medium
什烩虾,braised shrimps with vegetables,[],[],high
冬菜带子肠粉,prawn and baby chives cheung fun,[],[],high
豉椒牛肉,spicy beef in chilli and black bean sauce,[],[],medium
鱼香肉丝,yuxiang shredded pork sauteed in spicy garlic sauce,[],[],high
韭菜炒蛋豚肉唐辛子炒,scrambled eggs with tomato,[''],[],high
海蜇拌熏蹄,pork knuckle slice with jelly fish,[],[],medium
江南百花鸡,"stuffed chicken, yangtze delta style",[],[],high
红油耳丝,pig ears in the chilli oil,[],[],medium
宫保爆虾球,kung pao prawns with dried chilli and cashew nut,[],[],high
迷你酱鸭粒雀巢,xo diced duck in mini bird's nest,[],[],medium
黄炆刺参花胶绍白菜,braised japanese sea cucumber with fish maw in superior oyster sauce,[],[],high
黑椒羊柳,lamb fillet in black pepper sauce,[],[],high
星州炒饭,singapore fried rice,[],[],medium
北京鸭,of peking with seared foie gras and plum,[],[],high
凤眼秋波芋艿,deep-fried taro roots and quail eggs,[],[],high
萝卜糕,xo turnip paste,[],[],medium
芙蓉鸡片,sauteed sliced chicken in egg white,[],[],high
麻辣海蜇鸭舌,spicy jelly fish with duck tongue,[],[],high
鸡肉杂水,c chicken chop suey,[],[],high
牛腩汤河面,beef brisket soup with ho fu noodle,[],[],high
芝士黑椒猪扒焗饭,pork chop black pepper sauce with cheese baked rice,[],[],medium
姜葱羊肉煲,sliced lamb with ginger and spring onions in clay pot,[],[],medium
蔬菜面,noodles with vegetables,[],[],high
上海小笼包,shanghai steamed dumplings ginger infused,[],[],high
白菜猪骨汤,chinese leaf pork ribs soup,[],[],high
素酿豆腐七彩斋料,stuffed bean curd with rainbow vegetables,[],[],medium
椒盐鲜鱿,salt and pepper squid,[],[],high
煎饺,pan fried pork dumplings,[],[],medium
菠萝凉瓜炖鸡汤,chicken soup simmered with bitter melon and pineapple,[],[],high
宫保猪肉,sliced pork kung po style,[],[],medium
宫保鸡丁,kung pao chicken,[],[],medium
烧卖虾饺黑椒腐皮卷姜葱牛饺中式排骨海草,dim sum com su har kau sed bean curd beef dumping and sre,[],"['Sesame Prawn Toast', 'Skewed Chicken on Satay Sauce', 'Spare Ribs Chicken Wings in OK Sauce', 'Salt and Pepper Squids', 'Salt and Pepper Tofu', 'Salt and Pepper Prawn', 'Spring Roll']",high
橙汁鸭片,roasted duck in orange sauce,[],[],medium
蜜汁莲藕,sliced lotus root in honey sauce,[],[],high
川味牛肚,szechuan style ox beef tripe,[],[],medium
山城回锅肉,sauteed sliced pork belly with chilli,[],"['Pork Belly, Mangetout, Chilli']",high
糖醋咕噜虾球,sweet and sour prawn balls,[],[],high
美点映双辉,double delight of asian dessert,[],[],high
京都排骨,peking style spare ribs,[],[],medium
七彩海皇豆腐羹,rainbow seafood and tofu soup,[],[],medium
牛腩炒河面,beef flank with ho fun or noodles,[],[],high
奇香鱼面,shanghai style wok fried haddock with five spices,[],['AND SOFT NOODLES IN STRONG SOY SAUCE'],high
大妈茄子,braised aubergine in yellow bean sauce,[],[],medium
牛腩汤面,beef belly noodle soup,[],[],high
苳菇鸡球,braised chicken with chinese mushrooms sweet and sour chicken,[],[],medium
咕噜鸡球,sweet and sour chicken,[],[],medium
京都排骨,barbecued pork spare ribs,[],[],medium
干锅猪肚,dry pot pork tripe,[],[],medium
芋头西米露,chilled taro and coconut sago,[],[],high
青豆牛肉粒,sauteed diced beef with green beans,[],[],high
虾多士,sesame prawn toast pieces,[],[],medium
炸蝴蝶虾球,butterfly tiger prawns pieces,[],[],medium
椒盐鸡,chicken with spiced salt,[],[],high
姜汁炒时蔬,sauteed seasonal vegetable in ginger sauce,[],[],high
原汁甲鱼仔,braised small turtle,[],[],high
蒜茸蒸虾,garlic steamed wild tiger prawn mung bean noodles superior soy,[],[],high
凉拌海带,kelp in soy sauce,[],[],high
姜葱鱼球豆腐堡,fillet fish with beancurd and ginger and spring onion,[],[''],medium
云吞,crispy won ton with sweet chilli jam,[],[],high
香酥鸭,crispy aromatic london sticky rice cherry smoked duck and oscietra caviar accompaniment,[],[],high
东来顺手工切鲜羊肉,donglaishun hand cutting fresh lamb slices,[],[],high
蒜蓉粉丝蒸大虾,steamed king prawns shell on & vermicelli in garlic sauce,[],"['King Prawn, Vermicelli, Garlic, Spring Onion']",high
红烧鲍鱼,braised abalone with soy sauce,[],[],high
四川鸭,roast duck szechuan style,[],[],medium
水晶肘,stewed pig knuckle,[],[],high
豉椒炒鲜鱿,fried squids in chilli and black bean sauce,[],[],medium
潮州图水鸭,chiu chow marinade duck with preserved cabba alf,[],[],medium
腰果鸡片,chicken with cashewnuts,[],[],medium
斋黑椒鱼翅饺,steamed vegetarian dumpling in black pepper sauce,[],[],high
腊肉炒香干,sauteed preserved pork with dried tofu slices,[],[],high
炭烧深海八爪鱼,chargrilled octopus with sweet soy and golden garlic,[],[],high
豉椒鲜鱿,squid with pepper in black bean sauce,[],[],medium
中式牛柳,beef fillet cantonese style,[],[],medium
什锦麻汤锅,mied vegetable with sesame sauce soup pot,[],[],high
天外天百子鸭,sweet and spicy duck dome,[],[],medium
金不换盐酥鸡,five spice crispy chicken with thai basil,[],[],high
酱香杏鲍菇,apricot mushroom with soy sauce,[],[],high
黄金玉米,sauteed sweet corn with salted egg yolk,[],[],high
香芋雪糕素食,taro ice cream lolly vg kcal,[],"['S', 'SAKURA DO', 'Sakura do Specials', 'BESPOKE JAPANESE PATISSERIE']",high
黑椒牛柳卷,fillet steak rolls in black pepper sauce,[],[],medium
蜜桃水晶丸,deep-fried shrimp balls in peach sauce,[],[],high
黑松露什菌煲,sauteed mixed wild mushroom in black truffle sauce casserole,[],[],high
苏格兰蓝龙虾,live scottish lobster,[],[],high
鱼腐扒菜胆,braised fish curd with green vegetable,[],[],high
梅菜扣肉煲,steamed pork with preserved vegetable in casserole,[],[],high
芝麻叉烧酥,bbq pork pastry with sesame,[],[],high
京式酸辣羹,peking hot and sour soup,[],[],medium
黑椒牛柳,sliced fillet steak in black pepper sauce,[],[],medium
港式砵仔肠,plain cheung fun with peanut sauce,[],[],high
椒盐排骨,salt & pepper spare ribs,[],"['Salt, Pepper, Spare Ribs, Onion, Potato Starch']",high
沙爹牛面,satay beef on soft or soft noodles,[],[],high
秘汁羊肉,sliced lamb with wing's special sauce,[],[],medium
干拌菜肉馄饨,pork and vegetable wontons,[],"['Tossed in Chicken Broth', '25kcal']",high
荔芋西米露,sago and yam in coconut cream,[],[],high
火腿炒饭,stir-fried rice with ham,[],[],high
京都汁鸡翼,peking style chicken wings,[],[],medium
翡翠金银玉带,sauteed scallops and greens,[],[],high
姜葱羊肉,sliced lamb with ginger and spring onion,[],[],medium
酱海鲜炒乌冬,xo sauce seafood udon,[],[],medium
京酱肉丝细切豚肉,shredded pork in soy bean paste,[],['WITH PANCAKES'],high
麻辣鸡块,deep fried chicken in mustard,[],[],medium
醉蟹,liquor-soaked crabs,[],[],high
红烧牛腩面,braised beef brisket with noodles in soup,[],"['Beef Brisket, Noodles, Vegetables']",high
酒酿圆子,shanghai rice wine soup w rice bites,[],[],high
酸辣土豆丝,stir fried potato slivers with vinegar and chillies,[''],[''],high
酥炸奶黄包,deep fried cream custard bao v,[],[],medium
陈皮红豆沙,orange flavoured sweet red bean soup,[],"['Orange Peel, Red Bean']",high
韭菜晶饼,steamed chinese chives pancake,[],[],high
东江豆腐煲,"tofu in casserole, dongjiang style",[],[],high
韭菜果,pan-fried chinese chives dumplings ,[],[],high
桂花炒珍宝蟹,sauteed jumbo crab with osmanthus,[],[],high
西红柿鸡蛋汤,egg and tomato soup large,[],[],high
港式扬州炒饭,chef's special whole abalone rice,[],[],high
麻酱砵仔肠粉,roast pork cheung fun,[],[],high
王府清汤官燕,bird’s nest clear soup,[],[],high
上海辣鸡片,shanghai hot chilli sliced chicken,[],[],medium
铁板串烧牛肉,beef kebabs served on sizzling iron plate ,[],[],high
铁板姜葱煸牛柳,fillet steak with ginger spring onion sizzling,[],[],high
酱花枝片,sauteed sliced cuttleish with xo sauce,[],[],high
烤椒皮蛋,preserved egg with chilli,[],"['Preserved duck egg with chili and Sichuan pepper oil', 'Served cold']",high
带子时菜,scallops with seasonal vegetables,[],[],medium
竹荪炖菜汤,bamboo fungus and vegetable soup,[],[],high
豉汁炸鱼块,fish fillet with black bean sauce,[],[],high
云腿骨香炒鸽片,sauteed sliced pigeon with ham,[],[],high
宜宾燃面,burning noodles preserved vegetables crushed peanuts,[],[],medium
韭菜鸡蛋炒饭,stir fried chinese chives and egg,[],[],medium
麻婆豆腐,the legendary pock mark minced pork mapo beancurd,[],['Tofu with minced pork Sichuan preserved mustard greens chilli Sichuan peppercorns'],medium
鸭丝上汤米粉,rice noodle soup with shredded duck,[],[],high
豉椒排骨饭,ribs in black bean sauce,[],[],medium
墨鱼仔烧肉,baby cuttleish with diced pork,[],[],high
春卷,chop chop spring rolls,[],['(v)'],high
椰香脆皮奶,coconut milk rolls v,[],[],high
鱼香鸡片,yuxiang chicken slices sauteed with spicy garlic sauce ,[],[],high
金汤佛跳墙,monk jumps over the wall,[],[],high
红油猪耳,sichuan style pig ears,[],[],medium
土茯苓炖山龟,stewed turtle with sarsaparilla,[],[],high
砂锅鱼头豆腐,stewed fish head with tofu in casserole,[],[],high
馄饨汤面,wonton noodles soup,[],"['Wonton, Noodles, Vegetables']",high
泰式炸鱼饼,thai fish cakes,[],[],medium
梅子鸭,braised duck with plum sauce,[],[],medium
山楂鹿肉酥,charcoal venison puff,[],[],high
黄炆汤一级官燕,royal superior one cup birds nest soup,[],[],high
豉椒炒肉片,sliced pork with green pepper t black bean sauce,[],[],high
招牌面,river view house chow mein,[],[],medium
桂鱼干烧清蒸酸汤椒盐,with spiced salt,[],[],high
酥炸四喜拼,fried baked dim sum platter,[],[],high
梅樱海鲜香炒面,stir-fried noodles with seafood,[],[],high
生炒鳗片,sauteed sliced eel ,[],[],high
椒盐骨,salt and pepper spare ribs,[],[],medium
请小心饮用热汤或热饮,air ara and buzzy marylebone high stret,[],"['Sophisticated ashionable yet discreet', 'Please be cautious when you have any hot beverages or ho soup', 'Bright Courtyard Club restaurant and lounge']",high
老店烧鸭,laodian roast duck,[],[],high
士,sesame prawn on toast,[],[],medium
朝鲜辣白菜朝鲜辔菜,kimchi,[],[],high
干锅包菜,cabbages cooked in hot pan with pork,[],[],medium
素菜点心四步曲,steamed vegetarian dim sum platter,[],['(v)'],high
卤猪肚卤牛肚卤舌尖卤猪耳,spicy pork tripe beef tripe pig tongue pig ear,[],[],high
姜葱鲜尤,stir fried squid with ginger and,[],['Spring Onions'],high
椒盐排骨,spare ribs with chilli and salt,[],[],medium
干锅鸡,dry pot chicken,[],[],medium
无花果蜜汁旭日义烧,honey glazed iberico char siu with salted egg yolk and fig,[],[],high
蒜蓉生菜,lettuce with garlic sauce,[],[],high
椒丝腐乳,fermented bean curd and crushed chillies,[],[],high
剁椒蒸鲈鱼唐辛子蒸,steamed sea bass with,[''],['CHOPPED SALTED CHILLIES'],high
鲜蘑猪柳配米饭,steamed rice with sliced pork and mushrooms,[],[],high
星洲炒米粉,singapore style vermicelli with or without ham & shrimps,[],"['Vermicelli, Vegetables, Sesame, with or without Ham & Shrimps']",high
捞拌木耳,black fungus salad,[],[],medium
雪圆子,snow balls,[],[],high
腊味糯米饭,chinese bacon sticky rice,[],[],high
冰糖葫芦,stick,[],[],high
斋京都酸辣汤,vegetarian peking hot and sour soup,[],['STARTERS'],high
熏鸡丝,smoked shredded chicken,[],[],medium
剁椒蒸排骨,diced spare ribs with,[],['Chopped Salt Chillies'],high
大白菜酸醋溜椒,wk fried chinese eaf with,[],['chilli sour and spicy sauce red vinegar chopped peppers'],high
刈包,braised pork belly in steamed bun,[],"['Steamed Bun, Pork Belly, Lettuce']",high
煎炸焗点,fried and grilled dim sum,[],[],high
海鲜生菜包,minced seafood wrapped in lettuce,[],[],medium
鲍汁扒裙边,braised soft turtle rim in abalone sauce,[],[],high
红烧排骨,barbecued pork spare ribs pieces,[],[],medium
绿豆粥,mung bean congee,[],[],high
拌野菜,assorted wild herbs in sauce,[],[],high
酥炸鱿鱼须,fried squid tentacle,[],[],medium
点心,dim sum duo,[],[],high
上海辣牛柳粒,shanghai hot chilli diced fillet steak,[],[],medium
沙爹鸡球,sliced chicken with satay sauce,[],[],medium
干炒牛河,beef chow fun,[],[],medium
罐焖裙边,braised turtle rim in crock,[],[],high
湘干小炒肉,pork slice w dry,[],['Bean Curd and Chili'],high
皇朝会三鲜肠粉,assorted mushroom cheung fun v,[],[],high
北京烤鸭,roasted peking duck with pancakes,[],[],high
金汤酸菜鱼小酸辣万煮,fish fillet with sichuan pickles,[''],['IN GOLDEN SOUP SMALL PORTION'],high
杨枝金露,mango and tapioca sweet soup,[],[],high
川椒碧绿鸡柳,sautéed chicken in mildly spicy malt caramel sauce s,[],[],high
西式酸辣汤或鸡肉粟米羹,hot and sour soup or chicken sweet corn soup,[],[],high
干煸牛肉丝,stir-fry shredded beef with chinese pepper,[],[],high
黑椒辣汁牛肉饭面,beef and black pepper or,[],"['SPICY SAUCE WITH', 'RICE OR NOODLES']",high
虾仁焖豆腐,braised tofu with shelled shrimp,[],[],high
古老球,sweet and sour chicken in batter,[],[],medium
是日时蔬,stir fried seasonal vegetables v,[],[],high
炸蟹角,crab rangoon,[],[],high
地三鲜,"stir-fried potatoes, aubergine, green pepper & red pepper",[],"['Potatoes, Aubergine, Green Pepper & Red Pepper']",high
蔬菜串烧拼盘,mixed veggie skewer,[],['Grilled mixed veggie skewer with the combination of tofu mushroom coquette'],medium
羊四宝,four delicacies from lamb,[],[],high
虾仁猪肉韭菜水饺,pork chives dumplings,[],[],medium
宫保鲜鱿,q kung po squid,[],[],high
蛋白瑶柱虾炒饭,fried rice wrapped with egg in abalone sauce,[],[],high
彩虹水饺,rainbow dumplings,[],[],medium
叉烧餐饱仔,baked mini roast pork buns,[],[],high
小鸭酥,duck-flavored crispy puff,[],[],high
黄焖田鸡腿,braised frog's leg in brown sauce,[],"[""Frog's Leg, Ginger, Mushroom, Brown Sauce""]",high
三色中卷,"squid rolls stuffed with bean, ham and egg yolk",[],[],high
